Date,Open,High,Low,Close
29-Jul-22,17079.5,17172.8,17018.15,17158.25
1-Aug-22,17243.2,17356.25,17154.8,17340.05
2-Aug-22,17310.15,17390.15,17215.85,17345.45
3-Aug-22,17349.25,17407.5,17225.85,17388.15
4-Aug-22,17463.1,17490.7,17161.25,17382
5-Aug-22,17423.65,17474.4,17348.75,17397.5
8-Aug-22,17401.5,17548.8,17359.75,17525.1
10-Aug-22,17566.1,17566.1,17442.8,17534.75
11-Aug-22,17711.65,17719.3,17631.95,17659
12-Aug-22,17659.65,17724.65,17597.85,17698.15
16-Aug-22,17797.2,17839.1,17764.05,17825.25
17-Aug-22,17868.15,17965.95,17833.35,17944.25
18-Aug-22,17898.65,17968.45,17852.05,17956.5
19-Aug-22,17966.55,17992.2,17710.75,17758.45
22-Aug-22,17682.9,17690.05,17467.35,17490.7
23-Aug-22,17357.35,17625.55,17345.2,17577.5
24-Aug-22,17525.45,17623.65,17499.25,17604.95
25-Aug-22,17679,17726.5,17487.45,17522.45
26-Aug-22,17619.3,17685.85,17519.35,17558.9
29-Aug-22,17188.65,17380.15,17166.2,17312.9
30-Aug-22,17414.95,17777.65,17401.5,17759.3
1-Sep-22,17485.7,17695.6,17468.45,17542.8
2-Sep-22,17598.4,17643.85,17476.45,17539.45
5-Sep-22,17546.45,17683.15,17540.35,17665.8
6-Sep-22,17695.7,17764.65,17587.65,17655.6
7-Sep-22,17519.4,17650.75,17484.3,17624.4
8-Sep-22,17748.15,17807.65,17691.95,17798.75
9-Sep-22,17923.35,17925.95,17786,17833.35
12-Sep-22,17890.85,17980.55,17889.15,17936.35
13-Sep-22,18044.45,18088.3,18015.45,18070.05
14-Sep-22,17771.15,18091.55,17771.15,18003.75
15-Sep-22,18046.35,18096.15,17861.5,17877.4
16-Sep-22,17796.8,17820.05,17497.25,17530.85
19-Sep-22,17540.65,17667.2,17429.7,17622.25
20-Sep-22,17770.4,17919.3,17744.4,17816.25
21-Sep-22,17766.35,17838.7,17663.6,17718.35
22-Sep-22,17609.65,17722.75,17532.45,17629.8
23-Sep-22,17593.85,17642.15,17291.65,17327.35
26-Sep-22,17156.3,17196.4,16978.3,17016.3
27-Sep-22,17110.9,17176.45,16942.35,17007.4
28-Sep-22,16870.55,17037.6,16820.4,16858.6
29-Sep-22,16993.6,17026.05,16788.6,16818.1
30-Sep-22,16798.05,17187.1,16747.7,17094.35
3-Oct-22,17102.1,17114.65,16855.55,16887.35
4-Oct-22,17147.45,17287.3,17117.3,17274.3
6-Oct-22,17379.25,17428.8,17315.65,17331.8
7-Oct-22,17287.2,17337.35,17216.95,17314.65
10-Oct-22,17094.35,17280.15,17064.7,17241
11-Oct-22,17256.05,17261.8,16950.3,16983.55
12-Oct-22,17025.55,17142.35,16960.05,17123.6
13-Oct-22,17087.35,17112.35,16956.95,17014.35
14-Oct-22,17322.3,17348.55,17169.75,17185.7
17-Oct-22,17144.8,17328.55,17098.55,17311.8
18-Oct-22,17438.75,17527.8,17434.05,17486.95
19-Oct-22,17568.15,17607.6,17472.85,17512.25
20-Oct-22,17423.1,17584.15,17421,17563.95
21-Oct-22,17622.85,17670.15,17520.75,17576.3
24-Oct-22,17736.35,17777.55,17707.4,17730.75
25-Oct-22,17808.3,17811.5,17637,17656.35
27-Oct-22,17771.4,17783.9,17654.5,17736.95
28-Oct-22,17756.4,17838.9,17723.7,17786.8
31-Oct-22,17910.2,18022.8,17899.9,18012.2
1-Nov-22,18130.7,18175.8,18060.15,18145.4
2-Nov-22,18177.9,18178.75,18048.65,18082.85
3-Nov-22,17968.35,18106.3,17959.2,18052.7
4-Nov-22,18053.4,18135.1,18017.15,18117.15
7-Nov-22,18211.75,18255.5,18064.75,18202.8
9-Nov-22,18288.25,18296.4,18117.5,18157
10-Nov-22,18044.35,18103.1,17969.4,18028.2
11-Nov-22,18272.35,18362.3,18259.35,18349.7
14-Nov-22,18376.4,18399.45,18311.4,18329.15
15-Nov-22,18362.75,18427.95,18282,18403.4
16-Nov-22,18398.25,18442.15,18344.15,18409.65
17-Nov-22,18358.7,18417.6,18312.95,18343.9
18-Nov-22,18382.95,18394.6,18209.8,18307.65
21-Nov-22,18246.4,18262.3,18133.35,18159.95
22-Nov-22,18179.15,18261.85,18137.7,18244.2
23-Nov-22,18325.2,18325.4,18246,18267.25
24-Nov-22,18326.1,18529.7,18294.25,18484.1
25-Nov-22,18528.45,18534.9,18445.1,18512.75
28-Nov-22,18430.55,18614.25,18365.6,18562.75
29-Nov-22,18552.45,18678.1,18552.15,18618.05
30-Nov-22,18625.7,18816.05,18616.55,18758.35
1-Dec-22,18871.95,18887.6,18778.2,18812.5
2-Dec-22,18752.4,18781.95,18639.2,18696.1
5-Dec-22,18719.55,18728.6,18591.35,18701.05
6-Dec-22,18600.65,18654.9,18577.9,18642.75
7-Dec-22,18638.85,18668.3,18528.4,18560.5
8-Dec-22,18570.85,18625,18536.95,18609.35
9-Dec-22,18662.4,18664.7,18410.1,18496.6
12-Dec-22,18402.15,18521.55,18345.7,18497.15
13-Dec-22,18524.4,18617.25,18490.2,18608
14-Dec-22,18671.25,18696.1,18632.9,18660.3
15-Dec-22,18614.4,18652.9,18387.7,18414.9
16-Dec-22,18319.1,18440.95,18255.15,18269
19-Dec-22,18288.1,18431.65,18244.55,18420.45
20-Dec-22,18340.3,18404.9,18202.65,18385.3
21-Dec-22,18435.15,18473.35,18162.75,18199.1
22-Dec-22,18288.8,18318.75,18068.6,18127.35
23-Dec-22,17977.65,18050.45,17779.5,17806.8
26-Dec-22,17830.4,18084.1,17774.25,18014.6
27-Dec-22,18089.8,18149.25,17967.45,18132.3
28-Dec-22,18084.75,18173.1,18068.35,18122.5
29-Dec-22,18045.7,18229.7,17992.8,18191
30-Dec-22,18259.1,18265.25,18080.3,18105.3
2-Jan-23,18131.7,18215.15,18086.5,18197.45
3-Jan-23,18163.2,18251.95,18149.8,18232.55
4-Jan-23,18230.65,18243,18020.6,18042.95
5-Jan-23,18101.95,18120.3,17892.6,17992.15
6-Jan-23,18008.05,18047.4,17795.55,17859.45
9-Jan-23,17952.55,18141.4,17936.15,18101.2
10-Jan-23,18121.3,18127.6,17856,17914.15
11-Jan-23,17924.25,17976.35,17824.35,17895.7
12-Jan-23,17920.85,17945.8,17761.65,17858.2
13-Jan-23,17867.5,17999.35,17774.25,17956.6
16-Jan-23,18033.15,18049.65,17853.65,17894.85
17-Jan-23,17922.8,18072.05,17886.95,18053.3
18-Jan-23,18074.3,18183.75,18032.45,18165.35
19-Jan-23,18119.8,18155.2,18063.75,18107.85
20-Jan-23,18115.6,18145.45,18016.2,18027.65
23-Jan-23,18118.45,18162.6,18063.45,18118.55
24-Jan-23,18183.95,18201.25,18078.65,18118.3
25-Jan-23,18093.35,18100.6,17846.15,17891.95
27-Jan-23,17877.2,17884.75,17493.55,17604.35
30-Jan-23,17541.95,17709.15,17405.55,17648.95
31-Jan-23,17731.45,17735.7,17537.55,17662.15
1-Feb-23,17811.6,17972.2,17353.4,17616.3
2-Feb-23,17517.1,17653.9,17445.95,17610.4
3-Feb-23,17721.75,17870.3,17584.2,17854.05
6-Feb-23,17818.55,17823.7,17698.35,17764.6
7-Feb-23,17790.1,17811.15,17652.55,17721.5
8-Feb-23,17750.3,17898.7,17744.15,17871.7
9-Feb-23,17885.5,17916.9,17779.8,17893.45
10-Feb-23,17847.55,17876.95,17801,17856.5
13-Feb-23,17859.1,17880.7,17719.75,17770.9
14-Feb-23,17840.35,17954.55,17800.05,17929.85
15-Feb-23,17896.6,18034.1,17853.8,18015.85
16-Feb-23,18094.75,18134.75,18000.65,18035.85
17-Feb-23,17974.85,18034.25,17884.6,17944.2
20-Feb-23,17965.55,18004.35,17818.4,17844.6
21-Feb-23,17905.8,17924.9,17800.3,17826.7
22-Feb-23,17755.35,17772.5,17529.45,17554.3
23-Feb-23,17574.65,17620.05,17455.4,17511.25
24-Feb-23,17591.35,17599.75,17421.8,17465.8
27-Feb-23,17428.6,17451.6,17299,17392.7
28-Feb-23,17383.25,17440.45,17255.2,17303.95
1-Mar-23,17360.1,17467.75,17345.25,17450.9
2-Mar-23,17421.5,17445.8,17306,17321.9
3-Mar-23,17451.25,17644.75,17427.7,17594.35
6-Mar-23,17680.35,17799.95,17671.95,17711.45
8-Mar-23,17665.75,17766.5,17602.25,17754.4
9-Mar-23,17772.05,17772.35,17573.6,17589.6
10-Mar-23,17443.8,17451.5,17324.35,17412.9
13-Mar-23,17421.9,17529.9,17113.45,17154.3
14-Mar-23,17160.55,17224.65,16987.1,17043.3
15-Mar-23,17166.45,17211.35,16938.9,16972.15
16-Mar-23,16994.65,17062.45,16850.15,16985.6
17-Mar-23,17111.8,17145.8,16958.15,17100.05
20-Mar-23,17066.6,17066.6,16828.35,16988.4
21-Mar-23,17060.4,17127.7,17016,17107.5
22-Mar-23,17177.45,17207.25,17107.85,17151.9
23-Mar-23,17097.4,17205.4,17045.3,17076.9
24-Mar-23,17076.2,17109.45,16917.35,16945.05
27-Mar-23,16984.3,17091,16918.55,16985.7
28-Mar-23,17031.75,17061.75,16913.75,16951.7
29-Mar-23,16977.3,17126.15,16940.6,17080.7
31-Mar-23,17210.35,17381.6,17204.65,17359.75
3-Apr-23,17427.95,17428.05,17312.75,17398.05
5-Apr-23,17422.3,17570.55,17402.7,17557.05
6-Apr-23,17533.85,17638.7,17502.85,17599.15
10-Apr-23,17634.9,17694.1,17597.95,17624.05
11-Apr-23,17704.8,17748.75,17655.15,17722.3
12-Apr-23,17759.55,17825.75,17717.25,17812.4
13-Apr-23,17807.3,17842.15,17729.65,17828
17-Apr-23,17863,17863,17574.05,17706.85
18-Apr-23,17766.6,17766.6,17610.2,17660.15
19-Apr-23,17653.35,17666.15,17579.85,17618.75
20-Apr-23,17638.6,17684.45,17584.35,17624.45
21-Apr-23,17639.75,17663.2,17553.95,17624.05
24-Apr-23,17707.55,17754.5,17612.5,17743.4
25-Apr-23,17761.55,17807.45,17716.85,17769.25
